cluster_alias,cluster,supertype,subclass,class,neurotransmitter,n_cells,mean_Kif13a,median_Kif13a,fraction_expressing
417,0316 CA3 Glut_5,0079 CA3 Glut_5,017 CA3 Glut,01 IT-ET Glut,Glut,39,3.3783906,4.517007,0.6153846153846154
418,0317 CA3 Glut_5,0079 CA3 Glut_5,017 CA3 Glut,01 IT-ET Glut,Glut,72,3.6613677,4.396323,0.7361111111111112
419,0313 CA3 Glut_4,0078 CA3 Glut_4,017 CA3 Glut,01 IT-ET Glut,Glut,75,2.694939,3.9422667,0.6
420,0314 CA3 Glut_4,0078 CA3 Glut_4,017 CA3 Glut,01 IT-ET Glut,Glut,638,3.792707,4.6704683,0.7460815047021944
421,0315 CA3 Glut_4,0078 CA3 Glut_4,017 CA3 Glut,01 IT-ET Glut,Glut,753,3.6007237,4.4572945,0.7078353253652059
422,0296 CA3 Glut_1,0075 CA3 Glut_1,017 CA3 Glut,01 IT-ET Glut,Glut,132,2.9533243,4.3054957,0.5454545454545454
423,0312 CA3 Glut_3,0077 CA3 Glut_3,017 CA3 Glut,01 IT-ET Glut,Glut,29,3.6016548,4.628215,0.6551724137931034
424,0307 CA3 Glut_3,0077 CA3 Glut_3,017 CA3 Glut,01 IT-ET Glut,Glut,206,4.128136,4.8490562,0.7912621359223301
425,0308 CA3 Glut_3,0077 CA3 Glut_3,017 CA3 Glut,01 IT-ET Glut,Glut,123,3.8259833,4.7297516,0.7235772357723578
426,0304 CA3 Glut_2,0076 CA3 Glut_2,017 CA3 Glut,01 IT-ET Glut,Glut,123,3.5024552,4.546207,0.6666666666666666
427,0305 CA3 Glut_2,0076 CA3 Glut_2,017 CA3 Glut,01 IT-ET Glut,Glut,85,3.4959452,4.59157,0.6823529411764706
428,0297 CA3 Glut_1,0075 CA3 Glut_1,017 CA3 Glut,01 IT-ET Glut,Glut,163,2.8975105,4.1652207,0.5766871165644172
429,0298 CA3 Glut_1,0075 CA3 Glut_1,017 CA3 Glut,01 IT-ET Glut,Glut,91,2.8344173,4.006563,0.5824175824175825
430,0299 CA3 Glut_1,0075 CA3 Glut_1,017 CA3 Glut,01 IT-ET Glut,Glut,73,1.66655,0.0,0.3424657534246575
431,0300 CA3 Glut_1,0075 CA3 Glut_1,017 CA3 Glut,01 IT-ET Glut,Glut,38,3.6575177,4.93398,0.6842105263157895
432,0309 CA3 Glut_3,0077 CA3 Glut_3,017 CA3 Glut,01 IT-ET Glut,Glut,224,3.5715957,4.418913,0.7142857142857143
433,0399 CA2-FC-IG Glut_1,0100 CA2-FC-IG Glut_1,025 CA2-FC-IG Glut,01 IT-ET Glut,Glut,139,2.1281426,0.0,0.45323741007194246
434,0310 CA3 Glut_3,0077 CA3 Glut_3,017 CA3 Glut,01 IT-ET Glut,Glut,34,2.064764,0.0,0.4411764705882353
435,0301 CA3 Glut_1,0075 CA3 Glut_1,017 CA3 Glut,01 IT-ET Glut,Glut,84,2.068342,0.0,0.4166666666666667
436,0306 CA3 Glut_2,0076 CA3 Glut_2,017 CA3 Glut,01 IT-ET Glut,Glut,26,4.467989,5.385211,0.8076923076923077
437,0230 LA-BLA-BMA-PA Glut_2,0061 LA-BLA-BMA-PA Glut_2,014 LA-BLA-BMA-PA Glut,01 IT-ET Glut,Glut,2,2.4389367,2.4389367,0.5
439,0222 LA-BLA-BMA-PA Glut_1,0060 LA-BLA-BMA-PA Glut_1,014 LA-BLA-BMA-PA Glut,01 IT-ET Glut,Glut,3,3.733791,5.0775657,0.6666666666666666
440,0223 LA-BLA-BMA-PA Glut_1,0060 LA-BLA-BMA-PA Glut_1,014 LA-BLA-BMA-PA Glut,01 IT-ET Glut,Glut,1,4.2878113,4.2878113,1.0
441,0224 LA-BLA-BMA-PA Glut_1,0060 LA-BLA-BMA-PA Glut_1,014 LA-BLA-BMA-PA Glut,01 IT-ET Glut,Glut,15,2.104029,0.0,0.4
442,0229 LA-BLA-BMA-PA Glut_1,0060 LA-BLA-BMA-PA Glut_1,014 LA-BLA-BMA-PA Glut,01 IT-ET Glut,Glut,2,2.9126709,2.9126709,0.5
443,0231 LA-BLA-BMA-PA Glut_2,0061 LA-BLA-BMA-PA Glut_2,014 LA-BLA-BMA-PA Glut,01 IT-ET Glut,Glut,2,5.5605783,5.5605783,1.0
451,0220 COAp Grxcr2 Glut_2,0059 COAp Grxcr2 Glut_2,013 COAp Grxcr2 Glut,01 IT-ET Glut,Glut,2,6.618277,6.618277,1.0
464,0199 MEA Slc17a7 Glut_1,0055 MEA Slc17a7 Glut_1,012 MEA Slc17a7 Glut,01 IT-ET Glut,Glut,1,6.2510633,6.2510633,1.0
484,0204 MEA Slc17a7 Glut_2,0056 MEA Slc17a7 Glut_2,012 MEA Slc17a7 Glut,01 IT-ET Glut,Glut,1,0.0,0.0,0.0
489,0798 Sst Gaba_9,0222 Sst Gaba_9,053 Sst Gaba,07 CTX-MGE GABA,GABA,2,3.4632046,3.4632046,0.5
490,0756 Sst Gaba_1,0214 Sst Gaba_1,053 Sst Gaba,07 CTX-MGE GABA,GABA,3,3.4464352,4.846535,0.6666666666666666
491,0776 Sst Gaba_4,0217 Sst Gaba_4,053 Sst Gaba,07 CTX-MGE GABA,GABA,10,3.6983135,5.126646,0.7
