cluster_alias,cluster,supertype,subclass,class,neurotransmitter,n_cells,mean_Kif13a,median_Kif13a,fraction_expressing
4580,3296 IC Tfap2d Maf Glut_2,0771 IC Tfap2d Maf Glut_2,181 IC Tfap2d Maf Glut,19 MB Glut,Glut,1,5.5488286,5.5488286,1.0
4583,3299 IC Tfap2d Maf Glut_2,0771 IC Tfap2d Maf Glut_2,181 IC Tfap2d Maf Glut,19 MB Glut,Glut,2,2.3686974,2.3686974,0.5
4584,3302 IC Tfap2d Maf Glut_2,0771 IC Tfap2d Maf Glut_2,181 IC Tfap2d Maf Glut,19 MB Glut,Glut,1,0.0,0.0,0.0
4585,3300 IC Tfap2d Maf Glut_2,0771 IC Tfap2d Maf Glut_2,181 IC Tfap2d Maf Glut,19 MB Glut,Glut,21,4.933398,5.9384212,0.8095238095238095
4586,3282 IC Tfap2d Maf Glut_1,0770 IC Tfap2d Maf Glut_1,181 IC Tfap2d Maf Glut,19 MB Glut,Glut,14,4.387803,4.7260246,0.7857142857142857
4587,3283 IC Tfap2d Maf Glut_1,0770 IC Tfap2d Maf Glut_1,181 IC Tfap2d Maf Glut,19 MB Glut,Glut,1,6.743938,6.743938,1.0
4588,3284 IC Tfap2d Maf Glut_1,0770 IC Tfap2d Maf Glut_1,181 IC Tfap2d Maf Glut,19 MB Glut,Glut,2,3.2963107,3.2963107,0.5
4591,3286 IC Tfap2d Maf Glut_1,0770 IC Tfap2d Maf Glut_1,181 IC Tfap2d Maf Glut,19 MB Glut,Glut,6,3.505267,4.3248672,0.6666666666666666
4820,2791 PAG-SC Neurod2 Meis2 Glut_4,0693 PAG-SC Neurod2 Meis2 Glut_4,160 PAG-SC Neurod2 Meis2 Glut,19 MB Glut,Glut,1,4.627919,4.627919,1.0
4958,2819 CUN Evx2 Lhx2 Glut_2,0698 CUN Evx2 Lhx2 Glut_2,162 CUN Evx2 Lhx2 Glut,19 MB Glut,Glut,1,6.33212,6.33212,1.0
4969,2822 CUN Evx2 Lhx2 Glut_2,0698 CUN Evx2 Lhx2 Glut_2,162 CUN Evx2 Lhx2 Glut,19 MB Glut,Glut,2,2.6164436,2.6164436,0.5
5150,5197 CB Granule Glut_1,1154 CB Granule Glut_1,314 CB Granule Glut,29 CB Glut,Glut,67,6.8958526,8.256923,0.835820895522388
5151,5198 CB Granule Glut_1,1154 CB Granule Glut_1,314 CB Granule Glut,29 CB Glut,Glut,16,5.2086487,7.240617,0.6875
5152,5199 CB Granule Glut_1,1154 CB Granule Glut_1,314 CB Granule Glut,29 CB Glut,Glut,1,0.0,0.0,0.0
5153,5202 DCO UBC Glut_1,1156 DCO UBC Glut_1,315 DCO UBC Glut,29 CB Glut,Glut,393,4.424948,6.0950427,0.6513994910941476
5155,5204 DCO UBC Glut_1,1156 DCO UBC Glut_1,315 DCO UBC Glut,29 CB Glut,Glut,88,4.4273105,6.030588,0.6477272727272727
5156,5205 DCO UBC Glut_1,1156 DCO UBC Glut_1,315 DCO UBC Glut,29 CB Glut,Glut,5,6.7945085,6.6188636,1.0
5157,5200 CB Granule Glut_2,1155 CB Granule Glut_2,314 CB Granule Glut,29 CB Glut,Glut,177,3.7202766,0.0,0.4745762711864407
5158,5201 CB Granule Glut_2,1155 CB Granule Glut_2,314 CB Granule Glut,29 CB Glut,Glut,113580,4.9913673,7.0598745,0.6432646592709984
5203,5269 OPC NN_1,1179 OPC NN_1,326 OPC NN,31 OPC-Oligo,,1012,5.947818,7.3074827,0.7766798418972332
